,O*NET-SOC Code,Title,AISE,complementarity,job zone,robotic
33,11-9039.00,"Education Administrators, All Other",0.5386221294363257,,,0.4761904761904761
34,11-9041.00,Architectural and Engineering Managers,0.5052192066805845,0.6666666666666667,5.0,0.5
35,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,0.0240083507306889,0.6372222222222222,4.0,0.0714285714285714
36,11-9051.00,Food Service Managers,0.0866388308977035,0.6130555555555555,2.0,0.3333333333333333
37,11-9071.00,Gambling Managers,0.0354906054279749,0.6116666666666667,2.0,0.0714285714285714
38,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",0.0720250521920668,,,0.1309523809523809
39,11-9081.00,Lodging Managers,0.0908141962421711,0.6963888888888888,4.0,0.1428571428571428
40,11-9111.00,Medical and Health Services Managers,0.1283924843423799,0.611111111111111,4.0,0.1309523809523809
41,11-9121.00,Natural Sciences Managers,0.6106471816283925,0.6430555555555556,5.0,0.5833333333333334
42,11-9121.01,Clinical Research Coordinators,0.2014613778705636,0.5636111111111111,4.0,0.1904761904761904
43,11-9121.02,Water Resource Specialists,0.0511482254697286,0.6038888888888889,4.0,0.0952380952380952
44,11-9131.00,Postmasters and Mail Superintendents,0.1263048016701461,0.6491666666666667,2.0,0.2738095238095238
45,11-9141.00,"Property, Real Estate, and Community Association Managers",0.1033402922755741,0.6325,4.0,0.0238095238095238
46,11-9151.00,Social and Community Service Managers,0.1242171189979123,0.6430555555555556,4.0,0.0833333333333333
47,11-9161.00,Emergency Management Directors,0.0260960334029227,0.6372222222222222,4.0,0.0833333333333333
48,11-9171.00,Funeral Home Managers,0.0135699373695198,0.6430555555555556,3.0,0.0238095238095238
49,11-9179.00,"Personal Service Managers, All Other",0.8517745302713987,,,0.8809523809523809
50,11-9179.01,Fitness and Wellness Coordinators,0.1294363256784968,0.6313888888888889,4.0,0.1547619047619047
51,11-9179.02,Spa Managers,0.0887265135699373,0.5908333333333333,3.0,0.1071428571428571
52,11-9199.00,"Managers, All Other",0.8632567849686847,,,0.9285714285714286
53,11-9199.01,Regulatory Affairs Managers,0.4979123173277662,0.5469444444444445,4.0,0.6309523809523809
54,11-9199.02,Compliance Managers,0.3653444676409186,0.6372222222222222,4.0,0.2738095238095238
55,11-9199.08,Loss Prevention Managers,0.2693110647181628,0.6641666666666667,4.0,0.2619047619047619
56,11-9199.09,Wind Energy Operations Managers,0.0615866388308977,0.7422222222222221,3.0,0.3333333333333333
57,11-9199.10,Wind Energy Development Managers,0.0271398747390396,0.5711111111111111,4.0,0.0714285714285714
58,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,0.0093945720250521,0.5694444444444443,4.0,0.1071428571428571
59,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.1137787056367432,0.5283333333333333,4.0,0.0952380952380952
60,13-1021.00,"Buyers and Purchasing Agents, Farm Products",0.0636743215031315,0.6477777777777779,4.0,0.2142857142857142
61,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",0.2129436325678496,0.5641666666666666,3.0,0.369047619047619
62,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.1242171189979123,0.6038888888888888,4.0,0.5833333333333334
63,13-1031.00,"Claims Adjusters, Examiners, and Investigators",0.2473903966597077,0.5541666666666667,4.0,0.2738095238095238
64,13-1032.00,"Insurance Appraisers, Auto Damage",0.208768267223382,0.5633333333333334,3.0,0.2619047619047619
65,13-1041.00,Compliance Officers,0.3288100208768267,0.5566666666666666,3.0,0.4880952380952381
66,13-1041.01,Environmental Compliance Inspectors,0.0594989561586638,0.5675,4.0,0.25
67,13-1041.03,Equal Opportunity Representatives and Officers,0.1659707724425887,0.5486111111111112,4.0,0.1309523809523809
68,13-1041.04,Government Property Inspectors and Investigators,0.1377870563674321,0.591388888888889,3.0,0.4047619047619047
69,13-1041.06,Coroners,0.0010438413361169,0.6266666666666666,3.0,0.0
70,13-1041.07,Regulatory Affairs Specialists,0.2578288100208768,0.5013888888888889,4.0,0.4285714285714285
71,13-1041.08,Customs Brokers,0.1524008350730689,0.5536111111111112,3.0,0.3452380952380952
72,13-1051.00,Cost Estimators,0.1294363256784968,0.5255555555555557,4.0,0.4047619047619047
73,13-1071.00,Human Resources Specialists,0.791231732776618,0.6433333333333333,4.0,0.8095238095238095
74,13-1074.00,Farm Labor Contractors,0.0949895615866388,0.6555555555555556,2.0,0.3571428571428571
75,13-1075.00,Labor Relations Specialists,0.0668058455114822,0.5625,4.0,0.1071428571428571
76,13-1081.00,Logisticians,0.2463465553235908,0.6030555555555557,4.0,0.6309523809523809
77,13-1081.01,Logistics Engineers,0.7536534446764092,0.5675,4.0,0.7976190476190477
78,13-1081.02,Logistics Analysts,0.6492693110647182,0.5702777777777777,4.0,0.8809523809523809
79,13-1082.00,Project Management Specialists,0.4707724425887265,,,0.5357142857142857
80,13-1111.00,Management Analysts,0.824634655532359,0.5963888888888889,4.0,0.8214285714285714
81,13-1121.00,"Meeting, Convention, and Event Planners",0.2400835073068893,0.6283333333333334,4.0,0.3095238095238095
82,13-1131.00,Fundraisers,0.3987473903966597,0.5894444444444443,4.0,0.4166666666666667
83,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",0.2223382045929018,0.5205555555555555,4.0,0.3095238095238095
84,13-1151.00,Training and Development Specialists,0.6617954070981211,0.5886111111111111,4.0,0.6428571428571429
85,13-1161.00,Market Research Analysts and Marketing Specialists,0.8851774530271399,0.5302777777777777,4.0,0.7261904761904762
86,13-1161.01,Search Marketing Strategists,0.6169102296450939,0.4838888888888889,4.0,0.4047619047619047
87,13-1199.00,"Business Operations Specialists, All Other",0.8423799582463466,,,0.8452380952380952
88,13-1199.04,Business Continuity Planners,0.1398747390396659,0.5325,4.0,0.1785714285714285
89,13-1199.05,Sustainability Specialists,0.011482254697286,0.5394444444444444,4.0,0.0714285714285714
90,13-1199.06,Online Merchants,0.3173277661795407,0.5780555555555555,4.0,0.4047619047619047
91,13-1199.07,Security Management Specialists,0.0960334029227557,,,0.1666666666666666
92,13-2011.00,Accountants and Auditors,0.2254697286012526,0.5736111111111112,4.0,0.2142857142857142
93,13-2022.00,Appraisers of Personal and Business Property,0.0125260960334029,,,0.0357142857142857
94,13-2023.00,Appraisers and Assessors of Real Estate,0.092901878914405,0.5461111111111111,4.0,0.0952380952380952
95,13-2031.00,Budget Analysts,0.3778705636743215,0.5558333333333334,4.0,0.369047619047619
96,13-2041.00,Credit Analysts,0.2828810020876827,0.5033333333333334,4.0,0.1785714285714285
97,13-2051.00,Financial and Investment Analysts,0.3215031315240083,,,0.119047619047619
98,13-2052.00,Personal Financial Advisors,0.1722338204592902,0.5322222222222223,4.0,0.0833333333333333
99,13-2053.00,Insurance Underwriters,0.3538622129436325,0.5313888888888889,4.0,0.4166666666666667
100,13-2054.00,Financial Risk Specialists,0.1022964509394572,,,0.0119047619047619
101,13-2061.00,Financial Examiners,0.197286012526096,0.5330555555555556,4.0,0.1309523809523809
102,13-2071.00,Credit Counselors,0.0960334029227557,0.5144444444444445,4.0,0.0833333333333333
103,13-2072.00,Loan Officers,0.3413361169102296,0.64,4.0,0.2619047619047619
104,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",0.0678496868475991,0.4994444444444445,3.0,0.0833333333333333
105,13-2082.00,Tax Preparers,0.0375782881002087,0.4844444444444445,3.0,0.0952380952380952
106,13-2099.00,"Financial Specialists, All Other",0.6837160751565762,,,0.6785714285714286
107,13-2099.01,Financial Quantitative Analysts,0.18580375782881,0.5555555555555557,5.0,0.0714285714285714
108,13-2099.04,"Fraud Examiners, Investigators and Analysts",0.3089770354906054,0.6072222222222222,4.0,0.1904761904761904
109,15-1211.00,Computer Systems Analysts,0.8465553235908142,0.5361111111111111,3.0,0.8095238095238095
110,15-1211.01,Health Informatics Specialists,0.1482254697286012,0.6236111111111111,4.0,0.1309523809523809
111,15-1212.00,Information Security Analysts,0.4311064718162839,0.5411111111111111,4.0,0.4642857142857143
112,15-1221.00,Computer and Information Research Scientists,0.5563674321503131,0.5744444444444443,5.0,0.5476190476190477
113,15-1231.00,Computer Network Support Specialists,0.0991649269311064,0.5738888888888889,4.0,0.1785714285714285
114,15-1232.00,Computer User Support Specialists,0.8674321503131524,0.5880555555555556,3.0,0.7619047619047619
115,15-1241.00,Computer Network Architects,0.5083507306889353,0.5475,4.0,0.5
116,15-1241.01,Telecommunications Engineering Specialists,0.0678496868475991,0.5591666666666666,3.0,0.2857142857142857
117,15-1242.00,Database Administrators,0.8475991649269311,0.5280555555555555,4.0,0.7261904761904762
118,15-1243.00,Database Architects,0.4258872651356993,0.5355555555555557,4.0,0.4166666666666667
119,15-1243.01,Data Warehousing Specialists,0.6064718162839249,0.4827777777777777,4.0,0.4761904761904761
120,15-1244.00,Network and Computer Systems Administrators,0.2526096033402922,0.5222222222222223,4.0,0.4761904761904761
121,15-1251.00,Computer Programmers,0.8716075156576201,0.4672222222222222,4.0,0.8571428571428571
122,15-1252.00,Software Developers,0.8319415448851775,,,0.7261904761904762
123,15-1253.00,Software Quality Assurance Analysts and Testers,0.7473903966597077,0.5452777777777778,4.0,0.7738095238095238
124,15-1254.00,Web Developers,0.7359081419624217,0.4783333333333333,3.0,0.6785714285714286
125,15-1255.00,Web and Digital Interface Designers,0.6764091858037579,,,0.5476190476190477
126,15-1255.01,Video Game Designers,0.0480167014613778,0.5036111111111111,4.0,0.0833333333333333
127,15-1299.00,"Computer Occupations, All Other",0.9551148225469728,,,0.9523809523809524
128,15-1299.01,Web Administrators,0.7056367432150313,0.538888888888889,4.0,0.5833333333333334
129,15-1299.02,Geographic Information Systems Technologists and Technicians,0.2233820459290187,0.5461111111111111,4.0,0.2857142857142857
130,15-1299.03,Document Management Specialists,0.2933194154488517,0.5483333333333333,4.0,0.2619047619047619
131,15-1299.04,Penetration Testers,0.0605427974947807,,,0.119047619047619
132,15-1299.05,Information Security Engineers,0.4697286012526096,,,0.4880952380952381
133,15-1299.06,Digital Forensics Analysts,0.2212943632567849,,,0.2023809523809523
134,15-1299.07,Blockchain Engineers,0.0521920668058455,,,0.0714285714285714
135,15-1299.08,Computer Systems Engineers/Architects,0.7588726513569938,0.5786111111111112,4.0,0.6904761904761905
136,15-1299.09,Information Technology Project Managers,0.6816283924843424,0.6136111111111111,4.0,0.5
137,15-2011.00,Actuaries,0.2004175365344467,0.4977777777777777,4.0,0.119047619047619
138,15-2021.00,Mathematicians,0.4801670146137787,0.5277777777777777,5.0,0.3928571428571428
139,15-2031.00,Operations Research Analysts,0.8705636743215032,0.5636111111111111,5.0,0.8095238095238095
140,15-2041.00,Statisticians,0.8423799582463466,0.5108333333333334,5.0,0.75
141,15-2041.01,Biostatisticians,0.0908141962421711,0.5413888888888889,5.0,0.0714285714285714
142,15-2051.00,Data Scientists,0.9331941544885176,,,0.8095238095238095
143,15-2051.01,Business Intelligence Analysts,0.8663883089770354,0.4944444444444443,4.0,0.6666666666666666
144,15-2051.02,Clinical Data Managers,0.3903966597077244,0.5063888888888889,4.0,0.369047619047619
145,15-2099.00,"Mathematical Science Occupations, All Other",0.8298538622129437,,,0.75
146,15-2099.01,Bioinformatics Technicians,0.2484342379958246,0.5502777777777778,4.0,0.1904761904761904
147,17-1011.00,"Architects, Except Landscape and Naval",0.0177453027139874,0.6347222222222223,5.0,0.0357142857142857
148,17-1012.00,Landscape Architects,0.0125260960334029,0.5988888888888889,4.0,0.0357142857142857
149,17-1021.00,Cartographers and Photogrammetrists,0.4321503131524008,0.5566666666666666,4.0,0.6547619047619048
150,17-1022.00,Surveyors,0.1075156576200417,0.6786111111111112,4.0,0.3333333333333333
151,17-1022.01,Geodetic Surveyors,0.0751565762004175,0.6052777777777777,4.0,0.1666666666666666
152,17-2011.00,Aerospace Engineers,0.0167014613778705,0.5497222222222223,4.0,0.1547619047619047
153,17-2021.00,Agricultural Engineers,0.0511482254697286,0.6375,4.0,0.4404761904761904
154,17-2031.00,Bioengineers and Biomedical Engineers,0.2254697286012526,0.5666666666666667,4.0,0.5357142857142857
155,17-2041.00,Chemical Engineers,0.0208768267223382,0.6477777777777779,4.0,0.1071428571428571
156,17-2051.00,Civil Engineers,0.0313152400835073,0.6111111111111112,4.0,0.2261904761904762
157,17-2051.01,Transportation Engineers,0.0469728601252609,0.6219444444444445,4.0,0.1309523809523809
158,17-2051.02,Water/Wastewater Engineers,0.0417536534446764,0.5883333333333334,4.0,0.1666666666666666
159,17-2061.00,Computer Hardware Engineers,0.6315240083507306,0.5469444444444443,4.0,0.7380952380952381
160,17-2071.00,Electrical Engineers,0.068893528183716,0.6305555555555555,4.0,0.5595238095238095
161,17-2072.00,"Electronics Engineers, Except Computer",0.1210855949895615,0.5058333333333334,4.0,0.6071428571428571
162,17-2072.01,Radio Frequency Identification Device Specialists,0.0375782881002087,0.5622222222222222,4.0,0.2142857142857142
163,17-2081.00,Environmental Engineers,0.1054279749478079,0.611111111111111,4.0,0.4047619047619047
164,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.0866388308977035,0.6555555555555556,4.0,0.5238095238095238
165,17-2111.02,Fire-Prevention and Protection Engineers,0.0584551148225469,0.5852777777777778,4.0,0.1547619047619047
166,17-2112.00,Industrial Engineers,0.2912317327766179,0.6358333333333334,4.0,0.7023809523809523
167,17-2112.01,Human Factors Engineers and Ergonomists,0.1377870563674321,0.6469444444444444,5.0,0.3571428571428571
168,17-2112.02,Validation Engineers,0.0991649269311064,0.5766666666666667,4.0,0.5238095238095238
169,17-2112.03,Manufacturing Engineers,0.0845511482254697,0.6205555555555556,4.0,0.6071428571428571
170,17-2121.00,Marine Engineers and Naval Architects,0.0031315240083507,0.6211111111111112,4.0,0.0238095238095238
171,17-2131.00,Materials Engineers,0.0553235908141962,0.601388888888889,4.0,0.4761904761904761
172,17-2141.00,Mechanical Engineers,0.1294363256784968,0.6261111111111112,4.0,0.7380952380952381
173,17-2141.01,Fuel Cell Engineers,0.0062630480167014,0.5652777777777778,4.0,0.0119047619047619
174,17-2141.02,Automotive Engineers,0.0490605427974947,0.615,4.0,0.3809523809523809
175,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0219206680584551,0.6005555555555555,4.0,0.1547619047619047
176,17-2161.00,Nuclear Engineers,0.0052192066805845,0.61,4.0,0.0238095238095238
177,17-2171.00,Petroleum Engineers,0.0250521920668058,0.6088888888888889,4.0,0.1071428571428571
178,17-2199.00,"Engineers, All Other",0.9050104384133612,,,0.9285714285714286
179,17-2199.03,"Energy Engineers, Except Wind and Solar",0.0908141962421711,0.5888888888888889,4.0,0.2857142857142857
180,17-2199.05,Mechatronics Engineers,0.7870563674321504,0.5761111111111111,4.0,0.8690476190476191
181,17-2199.06,Microsystems Engineers,0.0187891440501043,0.62,5.0,0.3214285714285714
182,17-2199.07,Photonics Engineers,0.0939457202505219,0.5569444444444444,4.0,0.3214285714285714
183,17-2199.08,Robotics Engineers,0.407098121085595,0.6438888888888888,4.0,0.8095238095238095
184,17-2199.09,Nanosystems Engineers,0.0490605427974947,0.6452777777777778,5.0,0.2261904761904762
185,17-2199.10,Wind Energy Engineers,0.0083507306889352,0.5272222222222223,4.0,0.0357142857142857
186,17-2199.11,Solar Energy Systems Engineers,0.0448851774530271,0.6527777777777779,4.0,0.1309523809523809
187,17-3011.00,Architectural and Civil Drafters,0.0260960334029227,0.53,3.0,0.0952380952380952
188,17-3012.00,Electrical and Electronics Drafters,0.0438413361169102,0.5155555555555557,3.0,0.3809523809523809
189,17-3013.00,Mechanical Drafters,0.0490605427974947,0.488611111111111,3.0,0.5238095238095238
190,17-3019.00,"Drafters, All Other",0.872651356993737,,,0.8690476190476191
191,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.0668058455114822,0.5480555555555555,3.0,0.3571428571428571
192,17-3022.00,Civil Engineering Technologists and Technicians,0.0407098121085595,0.5958333333333333,3.0,0.2142857142857142
193,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.1889352818371607,0.5761111111111111,3.0,0.6190476190476191
194,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.3496868475991649,0.5741666666666666,3.0,0.8571428571428571
195,17-3024.01,Robotics Technicians,0.2212943632567849,0.6238888888888888,3.0,0.8214285714285714
196,17-3025.00,Environmental Engineering Technologists and Technicians,0.0427974947807933,0.6091666666666666,4.0,0.3571428571428571
197,17-3026.00,Industrial Engineering Technologists and Technicians,0.4759916492693111,0.5816666666666667,3.0,0.75
198,17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.0866388308977035,0.601388888888889,4.0,0.3809523809523809
199,17-3027.00,Mechanical Engineering Technologists and Technicians,0.0709812108559499,0.5986111111111111,3.0,0.6428571428571429
200,17-3027.01,Automotive Engineering Technicians,0.5020876826722338,0.5755555555555556,3.0,0.7857142857142857
201,17-3028.00,Calibration Technologists and Technicians,0.2640918580375783,,,0.7738095238095238
202,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other",0.8810020876826722,,,0.9047619047619048
203,17-3029.01,Non-Destructive Testing Specialists,0.0198329853862212,0.6086111111111111,2.0,0.0952380952380952
204,17-3029.08,Photonics Technicians,0.0260960334029227,0.5447222222222222,3.0,0.238095238095238
205,17-3031.00,Surveying and Mapping Technicians,0.3246346555323591,0.5688888888888889,3.0,0.6428571428571429
206,19-1011.00,Animal Scientists,0.0156576200417536,0.6772222222222222,5.0,0.0238095238095238
207,19-1012.00,Food Scientists and Technologists,0.0532359081419624,0.5663888888888889,4.0,0.2023809523809523
208,19-1013.00,Soil and Plant Scientists,0.022964509394572,0.6691666666666667,5.0,0.0714285714285714
209,19-1021.00,Biochemists and Biophysicists,0.0375782881002087,0.6452777777777778,5.0,0.0476190476190476
210,19-1022.00,Microbiologists,0.0125260960334029,0.6461111111111112,5.0,0.0833333333333333
211,19-1023.00,Zoologists and Wildlife Biologists,0.0469728601252609,0.6297222222222222,4.0,0.1309523809523809
212,19-1029.00,"Biological Scientists, All Other",0.4029227557411273,,,0.6785714285714286
213,19-1029.01,Bioinformatics Scientists,0.2118997912317327,0.6041666666666666,5.0,0.2142857142857142
214,19-1029.02,Molecular and Cellular Biologists,0.0281837160751565,0.6072222222222223,5.0,0.0714285714285714
215,19-1029.03,Geneticists,0.0281837160751565,0.6058333333333333,5.0,0.0595238095238095
216,19-1029.04,Biologists,0.0167014613778705,0.7086111111111112,5.0,0.1071428571428571
217,19-1031.00,Conservation Scientists,0.0292275574112734,0.5994444444444443,4.0,0.1428571428571428
218,19-1031.02,Range Managers,0.0240083507306889,0.6588888888888889,4.0,0.119047619047619
219,19-1031.03,Park Naturalists,0.0845511482254697,0.6136111111111111,4.0,0.1071428571428571
220,19-1032.00,Foresters,0.0845511482254697,0.6383333333333333,4.0,0.1785714285714285
221,19-1041.00,Epidemiologists,0.0876826722338204,0.6163888888888889,5.0,0.0833333333333333
222,19-1042.00,"Medical Scientists, Except Epidemiologists",0.0970772442588726,0.6319444444444445,5.0,0.119047619047619
223,19-1099.00,"Life Scientists, All Other",0.4686847599164926,,,0.5238095238095238
224,19-2011.00,Astronomers,0.0156576200417536,0.5736111111111111,5.0,0.0357142857142857
225,19-2012.00,Physicists,0.0521920668058455,0.5563888888888889,5.0,0.3571428571428571
226,19-2021.00,Atmospheric and Space Scientists,0.1565762004175365,0.581388888888889,4.0,0.1666666666666666
227,19-2031.00,Chemists,0.0657620041753653,0.5908333333333333,4.0,0.238095238095238
228,19-2032.00,Materials Scientists,0.0177453027139874,0.6238888888888889,5.0,0.1666666666666666
229,19-2041.00,"Environmental Scientists and Specialists, Including Health",0.1826722338204593,0.5472222222222223,4.0,0.4166666666666667
230,19-2041.01,Climate Change Policy Analysts,0.0762004175365344,0.538888888888889,5.0,0.0476190476190476
231,19-2041.02,Environmental Restoration Planners,0.1064718162839248,0.6263888888888889,5.0,0.3095238095238095
232,19-2041.03,Industrial Ecologists,0.0762004175365344,0.5638888888888889,5.0,0.3809523809523809
233,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",0.0271398747390396,0.6083333333333334,5.0,0.1071428571428571
234,19-2043.00,Hydrologists,0.0167014613778705,0.596388888888889,5.0,0.0476190476190476
235,19-2099.00,"Physical Scientists, All Other",0.5187891440501043,,,0.7380952380952381
236,19-2099.01,Remote Sensing Scientists and Technologists,0.1931106471816284,0.5566666666666666,4.0,0.4404761904761904
237,19-3011.00,Economists,0.3475991649269311,0.548611111111111,5.0,0.238095238095238
238,19-3011.01,Environmental Economists,0.0908141962421711,0.5219444444444443,5.0,0.119047619047619
239,19-3022.00,Survey Researchers,0.7077244258872651,0.5447222222222223,5.0,0.5238095238095238
240,19-3032.00,Industrial-Organizational Psychologists,0.558455114822547,0.6130555555555555,5.0,0.5
241,19-3033.00,Clinical and Counseling Psychologists,0.0354906054279749,0.5752777777777778,5.0,0.0238095238095238
242,19-3034.00,School Psychologists,0.0501043841336116,0.56,5.0,0.0714285714285714
243,19-3039.00,"Psychologists, All Other",0.3945720250521921,,,0.3095238095238095
244,19-3039.02,Neuropsychologists,0.0219206680584551,,,0.0119047619047619
245,19-3039.03,Clinical Neuropsychologists,0.0250521920668058,,,0.0119047619047619
246,19-3041.00,Sociologists,0.1304801670146138,0.5891666666666666,5.0,0.0714285714285714
247,19-3051.00,Urban and Regional Planners,0.0167014613778705,0.5780555555555557,5.0,0.0476190476190476
248,19-3091.00,Anthropologists and Archeologists,0.0386221294363256,0.6075,5.0,0.0238095238095238
249,19-3092.00,Geographers,0.0542797494780793,0.5377777777777777,4.0,0.0595238095238095
250,19-3093.00,Historians,0.2588726513569937,0.5891666666666666,5.0,0.1785714285714285
251,19-3094.00,Political Scientists,0.1054279749478079,0.5641666666666666,5.0,0.0357142857142857
252,19-3099.00,"Social Scientists and Related Workers, All Other",0.6022964509394572,,,0.5595238095238095
253,19-3099.01,Transportation Planners,0.3068893528183716,0.538611111111111,4.0,0.4880952380952381
254,19-4012.00,Agricultural Technicians,0.2348643006263048,0.6091666666666666,3.0,0.4047619047619047
255,19-4012.01,Precision Agriculture Technicians,0.1419624217118998,0.6169444444444445,3.0,0.2738095238095238
256,19-4013.00,Food Science Technicians,0.0563674321503131,0.5894444444444445,3.0,0.238095238095238
257,19-4021.00,Biological Technicians,0.1722338204592902,0.5394444444444444,4.0,0.369047619047619
258,19-4031.00,Chemical Technicians,0.0720250521920668,0.56,3.0,0.2976190476190476
259,19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.0553235908141962,0.6052777777777777,4.0,0.3452380952380952
260,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.1054279749478079,0.5827777777777777,4.0,0.2976190476190476
261,19-4044.00,Hydrologic Technicians,0.1064718162839248,,,0.2976190476190476
262,19-4051.00,Nuclear Technicians,0.0281837160751565,0.6475,3.0,0.1547619047619047
263,19-4051.02,Nuclear Monitoring Technicians,0.0177453027139874,0.6488888888888888,3.0,0.1309523809523809
264,19-4061.00,Social Science Research Assistants,0.3434237995824634,0.4547222222222223,4.0,0.3214285714285714
265,19-4071.00,Forest and Conservation Technicians,0.0772442588726513,0.6805555555555556,3.0,0.238095238095238
266,19-4092.00,Forensic Science Technicians,0.0918580375782881,0.6522222222222221,3.0,0.238095238095238
267,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",0.8653444676409185,,,0.8690476190476191
268,19-4099.01,Quality Control Analysts,0.127348643006263,0.5641666666666666,3.0,0.4880952380952381
269,19-4099.03,Remote Sensing Technicians,0.1617954070981211,0.4844444444444443,4.0,0.4642857142857143
270,19-5011.00,Occupational Health and Safety Specialists,0.0960334029227557,0.6877777777777778,4.0,0.4047619047619047
271,19-5012.00,Occupational Health and Safety Technicians,0.1659707724425887,0.6516666666666667,3.0,0.5357142857142857
272,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.0073068893528183,0.6291666666666667,5.0,0.0
273,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.3079331941544885,0.6375,5.0,0.2261904761904762
274,21-1013.00,Marriage and Family Therapists,0.0093945720250521,0.5505555555555555,5.0,0.0
275,21-1014.00,Mental Health Counselors,0.0323590814196242,0.5705555555555556,5.0,0.0119047619047619
276,21-1015.00,Rehabilitation Counselors,0.2045929018789144,0.5919444444444445,4.0,0.3214285714285714
277,21-1019.00,"Counselors, All Other",0.6764091858037579,,,0.7619047619047619
278,21-1021.00,"Child, Family, and School Social Workers",0.0271398747390396,0.64,4.0,0.0119047619047619
279,21-1022.00,Healthcare Social Workers,0.0584551148225469,0.6308333333333334,5.0,0.0476190476190476
